SeriesInd,group,Var02,Var03
2011-05-06,S05,27809100,68.190002
2011-05-07,S05,30174700,68.800003
2011-05-08,S05,35044700,69.339996
2011-05-09,S05,27192100,69.419998
2011-05-10,S05,24891800,69.220001
2011-05-13,S05,30685000,69.650002
2011-05-14,S05,31496700,69.519997
2011-05-15,S05,24884400,69.260002
2011-05-16,S05,18630800,69.349998
2011-05-17,S05,29411900,68.650002
2011-05-21,S05,26081900,68.419998
2011-05-22,S05,34629500,67.93
2011-05-23,S05,39114000,66.5
2011-05-24,S05,39085500,66
2011-05-27,S05,29305100,65.690002
2011-05-28,S05,34083300,65.5
2011-05-29,S05,35723500,65
2011-05-30,S05,37349800,64.57
2011-05-31,S05,40880500,64.019997
2011-06-03,S05,37703000,65.349998
2011-06-04,S05,34057900,66.470001
2011-06-05,S05,24024700,66.559998
2011-06-06,S05,33858200,64.68
2011-06-07,S05,42297500,63.560001
2011-06-10,S05,30519400,64.339996
2011-06-11,S05,36243300,64.559998
2011-06-12,S05,21699100,64.160004
2011-06-13,S05,23555200,64.410004
2011-06-14,S05,30636200,64.279999
2011-06-18,S05,30514900,65.080002
2011-06-19,S05,21821800,65.57
2011-06-20,S05,22536700,65.349998
2011-06-21,S05,24264600,65.43
2011-06-24,S05,20469700,65.25
2011-06-25,S05,33372900,64.150002
2011-06-26,S05,21469600,64.769997
2011-06-27,S05,25668800,64.370003
2011-06-28,S05,20129700,64.919998
2011-07-01,S05,18798600,65.089996
2011-07-02,S05,24823900,65.150002
2011-07-03,S05,22279800,65.379997
2011-07-04,S05,21961100,65.080002
2011-07-05,S05,26837900,65.779999
2011-07-08,S05,20297200,66.230003
2011-07-09,S05,29003100,66.220001
2011-07-10,S05,24810300,66.779999
2011-07-11,S05,19357400,66.980003
2011-07-12,S05,23361800,66.5
2011-07-15,S05,22070000,65.900002
2011-07-16,S05,35103700,66
2011-07-17,S05,38770000,66.800003
2011-07-18,S05,25925500,67.010002
2011-07-19,S05,45564200,66.43
2011-07-22,S05,21390600,66.32
2011-07-23,S05,24754700,66.449997
2011-07-24,S05,19748800,66.230003
2011-07-25,S05,21095600,66.239998
2011-07-26,S05,30553400,66.169998
2011-07-29,S05,26122200,66.589996
2011-07-30,S05,17745900,66.790001
2011-07-31,S05,22352500,66.599998
2011-08-01,S05,19614700,67.190002
2011-08-05,S05,20901100,67.720001
2011-08-06,S05,19776800,67.800003
2011-08-07,S05,24531500,66.970001
2011-08-08,S05,24060800,66.849998
2011-08-09,S05,21099600,68.07
2011-08-12,S05,18170300,68.580002
2011-08-13,S05,19177100,68.07
2011-08-14,S05,18777800,68.360001
2011-08-15,S05,16712900,68.150002
2011-08-16,S05,33855100,67.709999
2011-08-19,S05,25686000,67.57
2011-08-20,S05,22989500,68.5
2011-08-21,S05,21119200,68.57
2011-08-22,S05,21654700,68.220001
2011-08-23,S05,24340000,68.18
2011-08-26,S05,18237100,68.93
2011-08-27,S05,36374700,68.199997
2011-08-28,S05,33243500,68.610001
2011-08-29,S05,47200900,68.239998
2011-08-30,S05,43762100,67.730003
2011-09-02,S05,30734900,67.18
2011-09-03,S05,31646100,66
2011-09-04,S05,30260300,65.830002
2011-09-05,S05,58336300,58.459999
2011-09-06,S05,69004800,63.23
2011-09-09,S05,38337600,64.519997
2011-09-10,S05,29790600,64.230003
2011-09-11,S05,25390700,64.5
2011-09-12,S05,26791600,64.32
2011-09-13,S05,38815400,62.91
2011-09-16,S05,31923700,62.259998
2011-09-17,S05,34457000,62.419998
2011-09-18,S05,36722500,62
2011-09-19,S05,57194500,60.209999
2011-09-20,S05,52802900,59.16
2011-09-23,S05,27847800,60.130001
