SeriesInd,group,Var05,Var07
2011-05-06,S06,27.02,27.32
2011-05-07,S06,27.27,28.07
2011-05-08,S06,28.030001,28.110001
2011-05-09,S06,28.120001,29.129999
2011-05-10,S06,28.9,28.860001
2011-05-13,S06,29.09,28.799999
2011-05-14,S06,28.469999,28.08
2011-05-15,S06,27.99,28.58
2011-05-16,S06,28.5,28.99
2011-05-17,S06,28.82,28.08
2011-05-21,S06,27.93,28.280001
2011-05-22,S06,28.02,27.82
2011-05-23,S06,27.98,28
2011-05-24,S06,27.969999,27.26
2011-05-27,S06,27.450001,27.66
2011-05-28,S06,27.450001,26.99
2011-05-29,S06,26.9,28.200001
2011-05-30,S06,28.280001,28.450001
2011-05-31,S06,28.440001,28.43
2011-06-03,S06,NA,NA
2011-06-04,S06,28.959999,28.790001
2011-06-05,S06,28.57,28.139999
2011-06-06,S06,27.950001,27.059999
2011-06-07,S06,27.299999,27.42
2011-06-10,S06,27.23,26.43
2011-06-11,S06,26.889999,26.709999
2011-06-12,S06,26.610001,27.18
2011-06-13,S06,27.15,27.08
2011-06-14,S06,26.790001,26.879999
2011-06-18,S06,27.190001,27.389999
2011-06-19,S06,27.59,27.33
2011-06-20,S06,27.299999,27.34
2011-06-21,S06,27.08,27.370001
2011-06-24,S06,27.48,28.01
2011-06-25,S06,27.950001,27.290001
2011-06-26,S06,27.450001,27.66
2011-06-27,S06,27.17,27.440001
2011-06-28,S06,27.49,27.34
2011-07-01,S06,27.450001,27.35
2011-07-02,S06,27.4,27.870001
2011-07-03,S06,27.950001,28.200001
2011-07-04,S06,28.35,28.43
2011-07-05,S06,28.629999,29.15
2011-07-08,S06,29.129999,28.889999
2011-07-09,S06,28.780001,28.98
2011-07-10,S06,29.129999,29.57
2011-07-11,S06,29.530001,29.76
2011-07-12,S06,29.83,29.629999
2011-07-15,S06,29.48,29.889999
2011-07-16,S06,29.93,30.280001
2011-07-17,S06,30.41,30.549999
2011-07-18,S06,30.469999,30.290001
2011-07-19,S06,30.379999,30.379999
2011-07-22,S06,30.09,30.41
2011-07-23,S06,30.469999,31.08
2011-07-24,S06,30.84,30.860001
2011-07-25,S06,31.030001,31.059999
2011-07-26,S06,31.209999,31.219999
2011-07-29,S06,31.35,31.1
2011-07-30,S06,31.1,30.84
2011-07-31,S06,30.58,31.120001
2011-08-01,S06,31.4,31.370001
2011-08-05,S06,31.49,31.51
2011-08-06,S06,31.360001,32.279999
2011-08-07,S06,32.279999,31.99
2011-08-08,S06,31.790001,32.23
2011-08-09,S06,32.400002,32.299999
2011-08-12,S06,32.400002,32.419998
2011-08-13,S06,32.16,32.150002
2011-08-14,S06,32.459999,33.279999
2011-08-15,S06,33.23,33.509998
2011-08-16,S06,33.209999,32.560001
2011-08-19,S06,32.619999,33.02
2011-08-20,S06,33.189999,33.689999
2011-08-21,S06,32.59,33.009998
2011-08-22,S06,32.700001,33.580002
2011-08-23,S06,33.700001,33.48
2011-08-26,S06,33.360001,32.720001
2011-08-27,S06,32.200001,31.719999
2011-08-28,S06,32.07,32.450001
2011-08-29,S06,32.790001,33.23
2011-08-30,S06,33.25,33.110001
2011-09-02,S06,33.220001,33.880001
2011-09-03,S06,33.41,32.939999
2011-09-04,S06,32.630001,32.66
2011-09-05,S06,32.439999,31.18
2011-09-06,S06,30.879999,30.82
2011-09-09,S06,32.25,32.970001
2011-09-10,S06,32.509998,32.91
2011-09-11,S06,33.18,33.66
2011-09-12,S06,33.5,33.080002
2011-09-13,S06,32.759998,32.040001
2011-09-16,S06,32.080002,31.969999
2011-09-17,S06,32.279999,30.59
2011-09-18,S06,29.950001,30.08
2011-09-19,S06,29.440001,28.690001
2011-09-20,S06,28.049999,30.110001
