"Index","mean"
"1",-0.166733700192532
"2",-0.0786976239980237
"3",-0.0276032716482821
"4",-0.0021020914672784
"5",0.00159962755970629
"6",-0.00121726783520262
"7",0.000926303734658677
"8",-0.000704888919290131
"9",0.000536398990900208
"10",-0.000408183288976252
"11",0.00031061504631068
"12",-0.00023636858636856
"13",0.000179869292506808
"14",-0.000136875051308438
"15",0.000104157743712582
"16",-7.92608694688182e-05
"17",6.03151067316578e-05
"18",-4.58979585315104e-05
"19",3.49269480154055e-05
"20",-2.65783432793279e-05
"21",2.02253094419304e-05
"22",-1.53908442570233e-05
"23",1.17119635486447e-05
"24",-8.91244741835311e-06
"25",6.78210093935109e-06
"26",-5.1609721766018e-06
"27",3.92734258098589e-06
"28",-2.98858804516569e-06
"29",2.27422444554484e-06
"30",-1.73061551158919e-06
"31",1.31694567562155e-06
"32",-1.00215553421551e-06
"33",7.62609827686907e-07
"34",-5.80322843539364e-07
"35",4.41608002554981e-07
"36",-3.36050234954041e-07
"37",2.55723989962356e-07
"38",-1.94598164917845e-07
"39",1.48083274451362e-07
"40",-1.12686860030233e-07
"41",8.57512671199344e-08
"42",-6.525410159358e-08
"43",4.96563831392689e-08
"44",-3.77869946295677e-08
"45",2.8754751612302e-08
"46",-2.18814898721318e-08
"47",1.66511471036099e-08
"48",-1.26710156157683e-08
"49",9.64225682086707e-09
"50",-7.33746365870297e-09
"51",5.58358628513956e-09
"52",-4.24893904130212e-09
"53",3.23331315300882e-09
"54",-2.46045279628584e-09
"55",1.87232961246493e-09
"56",-1.42478578861784e-09
"57",1.08421857451415e-09
"58",-8.2505730104303e-10
"59",6.27843468102771e-10
"60",-4.77769749980986e-10
"61",3.63568222962749e-10
"62",-2.76664340414084e-10
"63",2.10533133597329e-10
"64",-1.60209300107021e-10
"65",1.21914396096307e-10
"66",-9.27731409200245e-11
"67",7.05975336117624e-11
"68",-5.37225721004791e-11
"69",4.08812405396882e-11
"70",-3.1109378473875e-11
"71",2.36732891726034e-11
"72",-1.80146517784126e-11
"73",1.37086011297929e-11
"74",-1.04318277837018e-11
"75",7.93830310463323e-12
"76",-6.04080679701056e-12
"77",4.59686992016098e-12
"78",-3.4980779510012e-12
"79",2.66193074065759e-12
"80",-2.02564818946639e-12
"81",1.54145655437858e-12
"82",-1.17300147251266e-12
"83",8.92618381366942e-13
"84",-6.79255391766389e-13
"85",5.16892657461466e-13
"86",-3.93339563551767e-13
"87",2.99319423523885e-13
"88",-2.27772961584831e-13
"89",1.73328283939398e-13
"90",-1.31897543081238e-13
"91",1.00370011607279e-13
"92",-7.63785207419709e-14
"93",5.81217271704351e-14
"94",-4.42288635136941e-14
"95",3.36568175611279e-14
"96",-2.56118127021807e-14
"97",1.9489809121145e-14
"98",-1.48311509222588e-14
"99",1.12860539737239e-14
"100",-8.58834320852623e-15
"101",6.53546751053691e-15
"102",-4.9732916517449e-15
"103",3.78452341985303e-15
"104",-2.87990701498291e-15
"105",2.19152149288849e-15
"106",-1.66768108442581e-15
"107",1.26905449404742e-15
"108",-9.65711804194536e-16
"109",7.34877259514925e-16
"110",-5.59219204121251e-16
"111",4.25548775947195e-16
"112",-3.23829652800857e-16
"113",2.46424499282629e-16
"114",-1.87521535849091e-16
"115",1.42698175342019e-16
"116",-1.0858896368217e-16
"117",8.26328928544853e-17
"118",-6.28811137887488e-17
"119",4.78506117204022e-17
"120",-3.64128575983714e-17
"121",2.77090751990103e-17
"122",-2.10857619814697e-17
"123",1.60456224231935e-17
"124",-1.22102297832038e-17
"125",9.29161284158932e-18
"126",-7.07063427395504e-18
"127",5.38053725315101e-18
"128",-4.09442491449246e-18
"129",3.11573261027027e-18
"130",-2.37097758572645e-18
"131",1.8042417033757e-18
"132",-1.37297296431532e-18
"133",1.04479059386218e-18
"134",-7.95053809065529e-19
"135",6.05011724859564e-19
"136",-4.60395489014475e-19
"137",3.50346939729273e-19
"138",-2.66603346701792e-19
"139",2.02877023922401e-19
"140",-1.54383233912097e-19
