"Index","mean"
"1",-0.673677988431117
"2",-0.607082957156607
"3",-0.575801491637024
"4",-0.575801491637024
"5",-0.575801491637024
"6",-0.575801491637024
"7",-0.575801491637024
"8",-0.575801491637024
"9",-0.575801491637024
"10",-0.575801491637024
"11",-0.575801491637024
"12",-0.575801491637024
"13",-0.575801491637024
"14",-0.575801491637024
"15",-0.575801491637024
"16",-0.575801491637024
"17",-0.575801491637024
"18",-0.575801491637024
"19",-0.575801491637024
"20",-0.575801491637024
"21",-0.575801491637024
"22",-0.575801491637024
"23",-0.575801491637024
"24",-0.575801491637024
"25",-0.575801491637024
"26",-0.575801491637024
"27",-0.575801491637024
"28",-0.575801491637024
"29",-0.575801491637024
"30",-0.575801491637024
"31",-0.575801491637024
"32",-0.575801491637024
"33",-0.575801491637024
"34",-0.575801491637024
"35",-0.575801491637024
"36",-0.575801491637024
"37",-0.575801491637024
"38",-0.575801491637024
"39",-0.575801491637024
"40",-0.575801491637024
"41",-0.575801491637024
"42",-0.575801491637024
"43",-0.575801491637024
"44",-0.575801491637024
"45",-0.575801491637024
"46",-0.575801491637024
"47",-0.575801491637024
"48",-0.575801491637024
"49",-0.575801491637024
"50",-0.575801491637024
"51",-0.575801491637024
"52",-0.575801491637024
"53",-0.575801491637024
"54",-0.575801491637024
"55",-0.575801491637024
"56",-0.575801491637024
"57",-0.575801491637024
"58",-0.575801491637024
"59",-0.575801491637024
"60",-0.575801491637024
"61",-0.575801491637024
"62",-0.575801491637024
"63",-0.575801491637024
"64",-0.575801491637024
"65",-0.575801491637024
"66",-0.575801491637024
"67",-0.575801491637024
"68",-0.575801491637024
"69",-0.575801491637024
"70",-0.575801491637024
"71",-0.575801491637024
"72",-0.575801491637024
"73",-0.575801491637024
"74",-0.575801491637024
"75",-0.575801491637024
"76",-0.575801491637024
"77",-0.575801491637024
"78",-0.575801491637024
"79",-0.575801491637024
"80",-0.575801491637024
"81",-0.575801491637024
"82",-0.575801491637024
"83",-0.575801491637024
"84",-0.575801491637024
"85",-0.575801491637024
"86",-0.575801491637024
"87",-0.575801491637024
"88",-0.575801491637024
"89",-0.575801491637024
"90",-0.575801491637024
"91",-0.575801491637024
"92",-0.575801491637024
"93",-0.575801491637024
"94",-0.575801491637024
"95",-0.575801491637024
"96",-0.575801491637024
"97",-0.575801491637024
"98",-0.575801491637024
"99",-0.575801491637024
"100",-0.575801491637024
"101",-0.575801491637024
"102",-0.575801491637024
"103",-0.575801491637024
"104",-0.575801491637024
"105",-0.575801491637024
"106",-0.575801491637024
"107",-0.575801491637024
"108",-0.575801491637024
"109",-0.575801491637024
"110",-0.575801491637024
"111",-0.575801491637024
"112",-0.575801491637024
"113",-0.575801491637024
"114",-0.575801491637024
"115",-0.575801491637024
"116",-0.575801491637024
"117",-0.575801491637024
"118",-0.575801491637024
"119",-0.575801491637024
"120",-0.575801491637024
"121",-0.575801491637024
"122",-0.575801491637024
"123",-0.575801491637024
"124",-0.575801491637024
"125",-0.575801491637024
"126",-0.575801491637024
"127",-0.575801491637024
"128",-0.575801491637024
"129",-0.575801491637024
"130",-0.575801491637024
"131",-0.575801491637024
"132",-0.575801491637024
"133",-0.575801491637024
"134",-0.575801491637024
"135",-0.575801491637024
"136",-0.575801491637024
"137",-0.575801491637024
"138",-0.575801491637024
"139",-0.575801491637024
"140",-0.575801491637024
