"Index","mean"
"1",-0.514221872150787
"2",-0.47320434831811
"3",-0.449216722541044
"4",-0.43797218724911
"5",-0.437351848875602
"6",-0.440079494409456
"7",-0.44338837932847
"8",-0.445943458543357
"9",-0.447344421274799
"10",-0.447880409327927
"11",-0.447912899797565
"12",-0.44773911388409
"13",-0.44754224776982
"14",-0.447398133023298
"15",-0.447319735551173
"16",-0.447291407385728
"17",-0.447291236416847
"18",-0.447301960554822
"19",-0.447313497271808
"20",-0.44732170778804
"21",-0.447326051173956
"22",-0.447327537402532
"23",-0.447327455794096
"24",-0.447326796758769
"25",-0.447326123298908
"26",-0.447325656590087
"27",-0.447325416552417
"28",-0.447325339391211
"29",-0.447325349219278
"30",-0.447325389417305
"31",-0.447325428627852
"32",-0.447325455097897
"33",-0.447325468321839
"34",-0.447325472280819
"35",-0.447325471427198
"36",-0.447325468991077
"37",-0.447325466714062
"38",-0.447325465216061
"39",-0.447325464490002
"40",-0.447325464289819
"41",-0.447325464355066
"42",-0.447325464501866
"43",-0.447325464633765
"44",-0.447325464718353
"45",-0.447325464758072
"46",-0.447325464768008
"47",-0.447325464763353
"48",-0.447325464754552
"49",-0.44732546474693
"50",-0.447325464742164
"51",-0.44732546474
"52",-0.447325464739519
"53",-0.447325464739837
"54",-0.447325464740362
"55",-0.447325464740801
"56",-0.447325464741069
"57",-0.447325464741187
"58",-0.447325464741209
"59",-0.447325464741188
"60",-0.447325464741157
"61",-0.447325464741131
"62",-0.447325464741116
"63",-0.44732546474111
"64",-0.447325464741109
"65",-0.447325464741111
"66",-0.447325464741112
"67",-0.447325464741114
"68",-0.447325464741115
"69",-0.447325464741115
"70",-0.447325464741115
"71",-0.447325464741115
"72",-0.447325464741115
"73",-0.447325464741115
"74",-0.447325464741115
"75",-0.447325464741115
"76",-0.447325464741115
"77",-0.447325464741115
"78",-0.447325464741115
"79",-0.447325464741115
"80",-0.447325464741115
"81",-0.447325464741115
"82",-0.447325464741115
"83",-0.447325464741115
"84",-0.447325464741115
"85",-0.447325464741115
"86",-0.447325464741115
"87",-0.447325464741115
"88",-0.447325464741115
"89",-0.447325464741115
"90",-0.447325464741115
"91",-0.447325464741115
"92",-0.447325464741115
"93",-0.447325464741115
"94",-0.447325464741115
"95",-0.447325464741115
"96",-0.447325464741115
"97",-0.447325464741115
"98",-0.447325464741115
"99",-0.447325464741115
"100",-0.447325464741115
"101",-0.447325464741115
"102",-0.447325464741115
"103",-0.447325464741115
"104",-0.447325464741115
"105",-0.447325464741115
"106",-0.447325464741115
"107",-0.447325464741115
"108",-0.447325464741115
"109",-0.447325464741115
"110",-0.447325464741115
"111",-0.447325464741115
"112",-0.447325464741115
"113",-0.447325464741115
"114",-0.447325464741115
"115",-0.447325464741115
"116",-0.447325464741115
"117",-0.447325464741115
"118",-0.447325464741115
"119",-0.447325464741115
"120",-0.447325464741115
"121",-0.447325464741115
"122",-0.447325464741115
"123",-0.447325464741115
"124",-0.447325464741115
"125",-0.447325464741115
"126",-0.447325464741115
"127",-0.447325464741115
"128",-0.447325464741115
"129",-0.447325464741115
"130",-0.447325464741115
"131",-0.447325464741115
"132",-0.447325464741115
"133",-0.447325464741115
"134",-0.447325464741115
"135",-0.447325464741115
"136",-0.447325464741115
"137",-0.447325464741115
"138",-0.447325464741115
"139",-0.447325464741115
"140",-0.447325464741115
