"Index","mean"
"1",-1.0510012269005
"2",-1.00426101362138
"3",-0.973220069684239
"4",-0.960223990801332
"5",-0.960223990801332
"6",-0.960223990801332
"7",-0.960223990801332
"8",-0.960223990801332
"9",-0.960223990801332
"10",-0.960223990801332
"11",-0.960223990801332
"12",-0.960223990801332
"13",-0.960223990801332
"14",-0.960223990801332
"15",-0.960223990801332
"16",-0.960223990801332
"17",-0.960223990801332
"18",-0.960223990801332
"19",-0.960223990801332
"20",-0.960223990801332
"21",-0.960223990801332
"22",-0.960223990801332
"23",-0.960223990801332
"24",-0.960223990801332
"25",-0.960223990801332
"26",-0.960223990801332
"27",-0.960223990801332
"28",-0.960223990801332
"29",-0.960223990801332
"30",-0.960223990801332
"31",-0.960223990801332
"32",-0.960223990801332
"33",-0.960223990801332
"34",-0.960223990801332
"35",-0.960223990801332
"36",-0.960223990801332
"37",-0.960223990801332
"38",-0.960223990801332
"39",-0.960223990801332
"40",-0.960223990801332
"41",-0.960223990801332
"42",-0.960223990801332
"43",-0.960223990801332
"44",-0.960223990801332
"45",-0.960223990801332
"46",-0.960223990801332
"47",-0.960223990801332
"48",-0.960223990801332
"49",-0.960223990801332
"50",-0.960223990801332
"51",-0.960223990801332
"52",-0.960223990801332
"53",-0.960223990801332
"54",-0.960223990801332
"55",-0.960223990801332
"56",-0.960223990801332
"57",-0.960223990801332
"58",-0.960223990801332
"59",-0.960223990801332
"60",-0.960223990801332
"61",-0.960223990801332
"62",-0.960223990801332
"63",-0.960223990801332
"64",-0.960223990801332
"65",-0.960223990801332
"66",-0.960223990801332
"67",-0.960223990801332
"68",-0.960223990801332
"69",-0.960223990801332
"70",-0.960223990801332
"71",-0.960223990801332
"72",-0.960223990801332
"73",-0.960223990801332
"74",-0.960223990801332
"75",-0.960223990801332
"76",-0.960223990801332
"77",-0.960223990801332
"78",-0.960223990801332
"79",-0.960223990801332
"80",-0.960223990801332
"81",-0.960223990801332
"82",-0.960223990801332
"83",-0.960223990801332
"84",-0.960223990801332
"85",-0.960223990801332
"86",-0.960223990801332
"87",-0.960223990801332
"88",-0.960223990801332
"89",-0.960223990801332
"90",-0.960223990801332
"91",-0.960223990801332
"92",-0.960223990801332
"93",-0.960223990801332
"94",-0.960223990801332
"95",-0.960223990801332
"96",-0.960223990801332
"97",-0.960223990801332
"98",-0.960223990801332
"99",-0.960223990801332
"100",-0.960223990801332
"101",-0.960223990801332
"102",-0.960223990801332
"103",-0.960223990801332
"104",-0.960223990801332
"105",-0.960223990801332
"106",-0.960223990801332
"107",-0.960223990801332
"108",-0.960223990801332
"109",-0.960223990801332
"110",-0.960223990801332
"111",-0.960223990801332
"112",-0.960223990801332
"113",-0.960223990801332
"114",-0.960223990801332
"115",-0.960223990801332
"116",-0.960223990801332
"117",-0.960223990801332
"118",-0.960223990801332
"119",-0.960223990801332
"120",-0.960223990801332
"121",-0.960223990801332
"122",-0.960223990801332
"123",-0.960223990801332
"124",-0.960223990801332
"125",-0.960223990801332
"126",-0.960223990801332
"127",-0.960223990801332
"128",-0.960223990801332
"129",-0.960223990801332
"130",-0.960223990801332
"131",-0.960223990801332
"132",-0.960223990801332
"133",-0.960223990801332
"134",-0.960223990801332
"135",-0.960223990801332
"136",-0.960223990801332
"137",-0.960223990801332
"138",-0.960223990801332
"139",-0.960223990801332
"140",-0.960223990801332
